date,open,high,low,close,volume,weekday
2015-01-01 00:00:00+05:30,333.5,340.5,329.85,339.3,103654,3
2015-01-02 00:00:00+05:30,335.6,340.6,334.95,337.2,371430,4
2015-01-05 00:00:00+05:30,332.5,347.65,332.5,342.4,662811,0
2015-01-06 00:00:00+05:30,342.0,351.6,338.3,341.55,1267514,1
2015-01-07 00:00:00+05:30,342.0,347.3,341.65,342.65,701097,2
2015-01-08 00:00:00+05:30,343.35,346.0,343.05,344.05,1423694,3
2015-01-09 00:00:00+05:30,350.0,350.0,339.5,343.0,1173328,4
2015-01-12 00:00:00+05:30,338.2,343.85,338.2,342.5,141701,0
2015-01-13 00:00:00+05:30,347.95,347.95,338.9,340.7,234783,1
2015-01-14 00:00:00+05:30,340.1,342.0,332.2,339.2,853036,2
2015-01-15 00:00:00+05:30,335.35,346.6,335.35,340.1,978890,3
2015-01-16 00:00:00+05:30,345.0,345.0,337.0,340.0,73034,4
2015-01-19 00:00:00+05:30,335.2,343.0,335.2,342.1,529280,0
2015-01-20 00:00:00+05:30,340.25,361.25,340.25,353.8,1175942,1
2015-01-21 00:00:00+05:30,361.7,375.0,358.05,365.3,2008557,2
2015-01-22 00:00:00+05:30,352.2,364.75,352.2,360.7,1031616,3
2015-01-23 00:00:00+05:30,364.0,373.3,359.45,368.5,1165896,4
2015-01-27 00:00:00+05:30,364.2,368.8,360.55,363.65,769937,1
2015-01-28 00:00:00+05:30,364.85,381.8,362.25,379.85,1655581,2
2015-01-29 00:00:00+05:30,379.85,379.85,368.6,373.6,291433,3
2015-01-30 00:00:00+05:30,380.05,386.95,340.1,361.85,2409411,4
2015-02-02 00:00:00+05:30,369.8,374.75,368.3,370.1,701024,0
2015-02-03 00:00:00+05:30,367.0,383.75,365.25,376.3,2359736,1
2015-02-04 00:00:00+05:30,382.4,385.0,371.0,377.55,3751978,2
2015-02-05 00:00:00+05:30,377.0,381.0,368.2,376.8,1146554,3
2015-02-06 00:00:00+05:30,379.4,381.0,374.8,378.25,1762202,4
2015-02-09 00:00:00+05:30,382.7,382.7,367.55,373.0,1285729,0
2015-02-10 00:00:00+05:30,373.0,373.0,354.4,369.8,990877,1
2015-02-11 00:00:00+05:30,366.25,369.8,356.2,360.95,1316570,2
2015-02-12 00:00:00+05:30,362.0,368.75,338.5,364.1,5133570,3
2015-02-13 00:00:00+05:30,367.0,367.0,353.0,358.85,1368567,4
2015-02-16 00:00:00+05:30,360.9,373.0,359.2,370.25,1189914,0
2015-02-18 00:00:00+05:30,364.1,369.65,363.0,364.45,299416,2
2015-02-19 00:00:00+05:30,375.7,375.7,366.5,368.25,890896,3
2015-02-20 00:00:00+05:30,371.8,371.8,357.2,361.15,1460682,4
2015-02-23 00:00:00+05:30,365.9,374.0,362.0,367.3,532741,0
2015-02-24 00:00:00+05:30,363.1,371.0,361.5,369.65,10050875,1
2015-02-25 00:00:00+05:30,369.0,374.7,368.05,372.3,594419,2
2015-02-26 00:00:00+05:30,358.3,371.0,347.1,366.5,26541531,3
2015-02-27 00:00:00+05:30,364.0,377.0,362.1,367.65,2529428,4
2015-03-02 00:00:00+05:30,367.85,370.0,358.5,359.65,5874084,0
2015-03-03 00:00:00+05:30,359.0,365.0,355.6,358.7,2287198,1
2015-03-04 00:00:00+05:30,359.1,366.0,358.0,361.2,1417522,2
2015-03-05 00:00:00+05:30,357.65,366.95,357.65,363.9,2582823,3
2015-03-09 00:00:00+05:30,361.0,369.0,361.0,364.95,3572715,0
2015-03-10 00:00:00+05:30,370.05,376.9,366.55,369.95,3702919,1
2015-03-11 00:00:00+05:30,365.25,386.0,365.25,377.65,2125133,2
2015-03-12 00:00:00+05:30,377.25,393.7,377.25,389.25,2822373,3
2015-03-13 00:00:00+05:30,388.05,392.85,384.9,387.9,6885531,4
2015-03-16 00:00:00+05:30,385.2,389.85,375.25,382.05,647451,0
2015-03-17 00:00:00+05:30,381.0,396.45,375.5,383.95,986793,1
2015-03-18 00:00:00+05:30,387.5,389.8,371.4,380.05,714703,2
2015-03-19 00:00:00+05:30,379.0,387.9,378.55,384.75,1484289,3
2015-03-20 00:00:00+05:30,386.0,389.0,371.5,385.35,2788169,4
2015-03-23 00:00:00+05:30,379.3,386.9,375.35,384.45,758862,0
2015-03-24 00:00:00+05:30,386.0,388.4,382.25,387.2,628989,1
2015-03-25 00:00:00+05:30,387.2,399.35,387.2,391.45,1151186,2
2015-03-26 00:00:00+05:30,390.0,393.85,375.55,377.2,2527566,3
2015-03-27 00:00:00+05:30,378.0,384.9,374.0,377.6,3194270,4
2015-03-30 00:00:00+05:30,377.1,388.9,377.1,385.45,1219396,0
2015-03-31 00:00:00+05:30,386.95,387.95,383.95,385.0,2820740,1
2015-04-01 00:00:00+05:30,386.9,387.6,384.0,384.95,2214370,2
2015-04-06 00:00:00+05:30,394.4,394.4,375.4,379.9,967916,0
2015-04-07 00:00:00+05:30,380.0,385.45,379.85,384.95,1447760,1
2015-04-08 00:00:00+05:30,388.7,388.7,369.95,374.4,2327544,2
2015-04-09 00:00:00+05:30,375.1,382.9,375.1,380.1,403291,3
2015-04-10 00:00:00+05:30,381.0,381.0,369.0,376.55,2466852,4
2015-04-13 00:00:00+05:30,376.55,386.5,374.0,385.25,1103858,0
2015-04-15 00:00:00+05:30,381.25,386.0,373.8,377.15,9375011,2
2015-04-16 00:00:00+05:30,378.4,384.8,378.4,380.75,2690538,3
2015-04-17 00:00:00+05:30,379.65,381.85,372.0,374.9,2600023,4
2015-04-20 00:00:00+05:30,373.0,379.8,366.55,370.15,1709456,0
2015-04-21 00:00:00+05:30,373.6,374.5,365.2,369.1,931888,1
2015-04-22 00:00:00+05:30,370.95,373.8,355.55,367.6,1798356,2
2015-04-23 00:00:00+05:30,366.4,373.9,364.8,371.9,793727,3
2015-04-24 00:00:00+05:30,368.0,377.0,366.1,373.3,749654,4
2015-04-27 00:00:00+05:30,375.05,402.0,371.65,395.55,1590750,0
2015-04-28 00:00:00+05:30,390.05,422.0,387.1,401.05,2235637,1
2015-04-29 00:00:00+05:30,404.85,404.85,382.5,395.3,7377483,2
2015-04-30 00:00:00+05:30,398.9,402.9,394.5,401.3,1228520,3
2015-05-04 00:00:00+05:30,405.1,405.1,384.25,396.3,1385449,0
2015-05-05 00:00:00+05:30,398.0,399.65,387.0,391.0,664628,1
2015-05-06 00:00:00+05:30,392.0,398.0,375.75,385.9,1708594,2
2015-05-07 00:00:00+05:30,378.55,388.8,364.4,369.45,2471178,3
2015-05-08 00:00:00+05:30,376.0,393.7,374.0,388.2,1301327,4
2015-05-11 00:00:00+05:30,395.4,395.4,381.3,390.15,2695463,0
2015-05-12 00:00:00+05:30,388.0,391.95,382.45,384.5,2095784,1
2015-05-13 00:00:00+05:30,390.0,405.45,387.2,392.15,5765458,2
2015-05-14 00:00:00+05:30,392.15,405.0,388.75,401.15,6007048,3
2015-05-15 00:00:00+05:30,404.3,415.15,401.0,410.0,3815210,4
2015-05-18 00:00:00+05:30,417.8,419.0,412.15,418.0,3231749,0
2015-05-19 00:00:00+05:30,415.75,441.75,415.75,430.2,3265200,1
2015-05-20 00:00:00+05:30,433.55,473.0,432.1,448.7,6387911,2
2015-05-21 00:00:00+05:30,445.55,447.95,431.0,434.1,2546070,3
2015-05-22 00:00:00+05:30,436.9,438.4,421.3,434.05,1801813,4
2015-05-25 00:00:00+05:30,434.6,459.45,426.1,450.7,2468857,0
2015-05-26 00:00:00+05:30,448.8,490.6,445.1,462.0,6941574,1
2015-05-27 00:00:00+05:30,450.0,455.95,425.5,437.85,3299963,2
2015-05-28 00:00:00+05:30,436.1,451.0,418.65,440.75,5983896,3
2015-05-29 00:00:00+05:30,440.0,487.7,436.0,478.85,49323892,4
2015-06-01 00:00:00+05:30,462.1,474.9,437.65,471.45,7329572,0
2015-06-02 00:00:00+05:30,465.1,474.0,445.4,453.8,2758029,1
2015-06-03 00:00:00+05:30,454.0,454.1,414.05,423.95,2216493,2
2015-06-04 00:00:00+05:30,424.0,441.0,416.3,435.2,1884624,3
2015-06-05 00:00:00+05:30,428.2,450.6,421.55,447.1,3604579,4
2015-06-08 00:00:00+05:30,442.1,452.7,435.0,448.05,943253,0
2015-06-09 00:00:00+05:30,453.3,457.0,441.25,448.0,2181492,1
2015-06-10 00:00:00+05:30,451.8,464.2,433.0,443.3,1762375,2
2015-06-11 00:00:00+05:30,448.55,474.0,447.0,456.7,2065007,3
2015-06-12 00:00:00+05:30,456.0,456.0,436.4,441.3,1097347,4
2015-06-15 00:00:00+05:30,441.7,461.85,435.0,455.05,962829,0
2015-06-16 00:00:00+05:30,460.2,470.8,451.25,461.4,1425010,1
2015-06-17 00:00:00+05:30,464.0,475.0,458.0,473.25,1412704,2
2015-06-18 00:00:00+05:30,469.6,469.6,450.3,455.95,2133088,3
2015-06-19 00:00:00+05:30,461.3,475.0,456.1,466.05,1964630,4
2015-06-22 00:00:00+05:30,470.0,486.9,458.0,482.3,1831179,0
2015-06-23 00:00:00+05:30,481.6,484.6,472.1,480.45,1281923,1
2015-06-24 00:00:00+05:30,475.0,478.45,461.15,463.35,2196658,2
2015-06-25 00:00:00+05:30,458.35,471.75,452.25,458.95,1639161,3
2015-06-26 00:00:00+05:30,456.3,458.9,433.0,435.8,1393353,4
2015-06-29 00:00:00+05:30,431.7,458.45,422.1,449.9,1385228,0
2015-06-30 00:00:00+05:30,456.8,459.95,441.25,447.0,2153742,1
2015-07-01 00:00:00+05:30,453.7,453.7,439.75,440.95,763849,2
2015-07-02 00:00:00+05:30,448.0,485.0,444.1,479.85,1743154,3
2015-07-03 00:00:00+05:30,474.5,474.5,456.05,464.5,990766,4
2015-07-06 00:00:00+05:30,460.0,460.0,446.45,450.15,1204695,0
2015-07-07 00:00:00+05:30,445.0,458.0,434.7,436.55,2216795,1
2015-07-08 00:00:00+05:30,436.0,453.75,435.5,450.3,1901206,2
2015-07-09 00:00:00+05:30,453.7,453.7,438.5,443.2,2607324,3
2015-07-10 00:00:00+05:30,446.7,446.7,434.0,437.55,1537007,4
2015-07-13 00:00:00+05:30,442.0,444.7,435.05,439.05,469796,0
2015-07-14 00:00:00+05:30,442.85,449.4,436.2,447.95,1068137,1
2015-07-15 00:00:00+05:30,448.0,450.0,442.95,447.35,769237,2
2015-07-16 00:00:00+05:30,449.55,461.95,441.2,453.45,999809,3
2015-07-17 00:00:00+05:30,459.45,476.4,455.35,470.65,1416033,4
2015-07-20 00:00:00+05:30,470.0,470.0,454.5,460.9,802053,0
2015-07-21 00:00:00+05:30,464.9,464.9,437.9,448.75,1480502,1
2015-07-22 00:00:00+05:30,454.9,463.3,450.1,458.2,707694,2
2015-07-23 00:00:00+05:30,466.3,468.7,445.0,451.2,906640,3
2015-07-24 00:00:00+05:30,455.45,455.45,408.1,419.9,2302847,4
2015-07-27 00:00:00+05:30,423.05,434.15,419.9,426.45,2583515,0
2015-07-28 00:00:00+05:30,426.05,448.35,426.05,434.75,1508760,1
2015-07-29 00:00:00+05:30,439.0,448.55,437.1,443.0,2097171,2
2015-07-30 00:00:00+05:30,444.3,449.0,438.05,443.6,1753496,3
2015-07-31 00:00:00+05:30,443.7,464.0,443.7,447.65,1885259,4
2015-08-03 00:00:00+05:30,448.9,479.8,447.65,474.75,2894315,0
2015-08-04 00:00:00+05:30,478.8,496.7,472.8,480.7,2493858,1
2015-08-05 00:00:00+05:30,483.0,499.65,460.15,465.9,1384919,2
2015-08-06 00:00:00+05:30,461.0,465.8,450.15,452.4,1844075,3
2015-08-07 00:00:00+05:30,453.95,460.9,430.05,436.3,2354267,4
2015-08-10 00:00:00+05:30,438.2,454.7,437.0,443.65,2284248,0
2015-08-11 00:00:00+05:30,442.1,447.15,436.0,439.95,1600222,1
2015-08-12 00:00:00+05:30,442.45,444.35,435.1,439.0,837786,2
2015-08-13 00:00:00+05:30,437.0,440.95,430.45,432.25,929098,3
2015-08-14 00:00:00+05:30,430.0,430.0,402.0,410.1,2248575,4
2015-08-17 00:00:00+05:30,413.4,422.35,407.5,419.85,1046107,0
2015-08-18 00:00:00+05:30,422.0,422.0,413.0,415.9,1458538,1
2015-08-19 00:00:00+05:30,418.9,418.9,399.0,406.05,1049220,2
2015-08-20 00:00:00+05:30,406.05,415.0,388.05,403.15,3859556,3
2015-08-21 00:00:00+05:30,401.0,419.8,400.0,402.85,812612,4
2015-08-24 00:00:00+05:30,398.0,398.0,366.2,376.35,1667702,0
2015-08-25 00:00:00+05:30,377.2,427.25,377.2,402.7,2292969,1
2015-08-26 00:00:00+05:30,394.8,402.4,384.95,387.05,1665838,2
2015-08-27 00:00:00+05:30,392.0,403.45,388.45,391.6,1479740,3
2015-08-28 00:00:00+05:30,396.0,398.5,384.0,390.65,1667970,4
2015-08-31 00:00:00+05:30,392.9,436.0,390.2,399.75,3395039,0
2015-09-01 00:00:00+05:30,400.0,429.0,398.85,403.1,3469193,1
2015-09-02 00:00:00+05:30,410.0,419.8,393.95,396.25,2487017,2
2015-09-03 00:00:00+05:30,400.8,423.9,399.0,405.05,8191537,3
2015-09-04 00:00:00+05:30,411.0,413.45,402.25,407.55,1206867,4
2015-09-07 00:00:00+05:30,411.95,414.4,400.25,404.95,839470,0
2015-09-08 00:00:00+05:30,404.05,412.8,395.0,398.0,546519,1
2015-09-09 00:00:00+05:30,402.15,409.0,402.15,407.55,1384674,2
2015-09-10 00:00:00+05:30,406.6,407.4,386.25,391.2,822857,3
2015-09-11 00:00:00+05:30,397.85,398.75,370.1,374.5,2691262,4
2015-09-14 00:00:00+05:30,382.0,400.0,376.65,398.1,2728038,0
2015-09-15 00:00:00+05:30,400.0,400.0,382.05,388.8,1791446,1
2015-09-16 00:00:00+05:30,388.8,392.0,377.5,379.9,1161894,2
2015-09-18 00:00:00+05:30,384.4,394.0,381.25,391.05,1665768,4
2015-09-21 00:00:00+05:30,386.3,404.3,386.3,401.55,1168980,0
2015-09-22 00:00:00+05:30,401.0,418.0,399.6,415.15,2773004,1
