date,open,high,low,close,volume,weekday
2015-01-01 00:00:00+05:30,834.0,840.95,827.1,834.6,38397,3
2015-01-02 00:00:00+05:30,836.0,842.0,829.25,835.6,62477,4
2015-01-05 00:00:00+05:30,840.0,840.0,829.0,832.9,72125,0
2015-01-06 00:00:00+05:30,831.4,849.0,825.55,832.45,230378,1
2015-01-07 00:00:00+05:30,837.7,910.0,821.0,897.1,987449,2
2015-01-08 00:00:00+05:30,911.1,918.0,887.35,893.35,360912,3
2015-01-09 00:00:00+05:30,894.35,912.0,891.05,903.95,193815,4
2015-01-12 00:00:00+05:30,902.0,934.85,896.1,912.95,343704,0
2015-01-13 00:00:00+05:30,914.0,939.0,909.9,926.1,238046,1
2015-01-14 00:00:00+05:30,927.15,942.7,920.0,931.15,219050,2
2015-01-15 00:00:00+05:30,934.0,955.0,929.85,945.15,200173,3
2015-01-16 00:00:00+05:30,951.95,953.35,925.1,942.35,125241,4
2015-01-19 00:00:00+05:30,943.4,962.7,940.15,950.05,147871,0
2015-01-20 00:00:00+05:30,952.0,952.0,931.95,942.9,81321,1
2015-01-21 00:00:00+05:30,942.5,953.0,932.2,936.2,91813,2
2015-01-22 00:00:00+05:30,935.0,1002.4,935.0,992.75,509323,3
2015-01-23 00:00:00+05:30,999.0,1050.0,994.4,1040.25,373448,4
2015-01-27 00:00:00+05:30,1047.0,1055.4,1030.2,1038.3,439613,1
2015-01-28 00:00:00+05:30,1028.0,1033.0,984.9,999.5,396170,2
2015-01-29 00:00:00+05:30,985.0,1008.0,973.05,988.1,221925,3
2015-01-30 00:00:00+05:30,994.85,1013.0,969.45,975.05,192190,4
2015-02-02 00:00:00+05:30,975.05,995.0,965.0,976.45,108059,0
2015-02-03 00:00:00+05:30,965.05,996.9,965.05,983.1,126823,1
2015-02-04 00:00:00+05:30,995.0,1012.9,983.3,992.15,272864,2
2015-02-05 00:00:00+05:30,988.0,1000.0,922.25,953.45,189804,3
2015-02-06 00:00:00+05:30,953.5,974.0,946.7,954.25,154041,4
2015-02-09 00:00:00+05:30,950.0,953.0,925.0,928.2,118687,0
2015-02-10 00:00:00+05:30,918.2,959.7,918.15,934.55,129136,1
2015-02-11 00:00:00+05:30,938.0,970.9,935.1,963.1,120556,2
2015-02-12 00:00:00+05:30,966.5,983.0,963.1,974.2,151352,3
2015-02-13 00:00:00+05:30,977.9,1024.0,968.0,1010.3,380100,4
2015-02-16 00:00:00+05:30,1003.8,1008.95,945.15,967.35,268194,0
2015-02-18 00:00:00+05:30,971.8,992.0,961.25,970.1,173995,2
2015-02-19 00:00:00+05:30,975.0,983.6,945.25,958.1,164715,3
2015-02-20 00:00:00+05:30,964.8,987.8,953.35,974.45,162533,4
2015-02-23 00:00:00+05:30,978.0,986.0,961.5,970.35,104709,0
2015-02-24 00:00:00+05:30,974.0,984.85,956.0,961.1,126354,1
2015-02-25 00:00:00+05:30,964.5,978.0,964.5,973.0,128204,2
2015-02-26 00:00:00+05:30,975.9,976.0,951.0,956.95,252058,3
2015-02-27 00:00:00+05:30,956.55,1014.0,956.55,1008.65,761008,4
2015-03-02 00:00:00+05:30,1000.65,1009.0,975.0,996.95,212462,0
2015-03-03 00:00:00+05:30,999.0,1021.2,991.85,999.15,102751,1
2015-03-04 00:00:00+05:30,1002.1,1035.0,981.4,1000.7,428479,2
2015-03-05 00:00:00+05:30,1000.0,1045.0,1000.0,1026.65,503078,3
2015-03-09 00:00:00+05:30,1018.85,1035.4,1012.8,1019.15,153038,0
2015-03-10 00:00:00+05:30,1023.0,1040.0,1007.6,1021.25,292374,1
2015-03-11 00:00:00+05:30,1025.0,1036.34,1014.0,1019.75,199307,2
2015-03-12 00:00:00+05:30,1026.8,1030.8,1017.15,1018.65,370144,3
2015-03-13 00:00:00+05:30,1022.15,1035.0,983.2,993.6,281654,4
2015-03-16 00:00:00+05:30,997.8,1004.2,960.35,978.6,106957,0
2015-03-17 00:00:00+05:30,978.6,997.45,978.0,990.2,149217,1
2015-03-18 00:00:00+05:30,990.2,993.3,979.55,985.85,88740,2
