date,open,high,low,close,volume,weekday
2015-01-01 00:00:00+05:30,159.4,160.28,156.73,158.0,157276,3
2015-01-02 00:00:00+05:30,157.25,159.07,155.98,156.78,76962,4
2015-01-05 00:00:00+05:30,155.5,156.5,153.65,154.28,98864,0
2015-01-06 00:00:00+05:30,154.0,157.3,150.5,155.13,224592,1
2015-01-07 00:00:00+05:30,153.0,156.98,153.0,155.03,211202,2
2015-01-08 00:00:00+05:30,154.5,156.07,154.5,155.48,58298,3
2015-01-09 00:00:00+05:30,155.53,156.05,154.5,155.03,83784,4
2015-01-12 00:00:00+05:30,153.55,157.0,153.03,154.1,60404,0
2015-01-13 00:00:00+05:30,154.25,156.53,153.25,154.4,56022,1
2015-01-14 00:00:00+05:30,153.68,157.0,151.5,153.2,80430,2
2015-01-15 00:00:00+05:30,152.75,154.93,151.05,151.98,82670,3
2015-01-16 00:00:00+05:30,151.6,152.98,149.6,150.05,68018,4
2015-01-19 00:00:00+05:30,152.48,153.25,149.23,149.93,70884,0
2015-01-20 00:00:00+05:30,150.75,152.0,149.0,149.55,64616,1
2015-01-21 00:00:00+05:30,149.1,152.0,148.25,148.65,64072,2
2015-01-22 00:00:00+05:30,149.0,151.38,148.05,149.9,84688,3
2015-01-23 00:00:00+05:30,152.25,152.25,148.75,149.57,96906,4
2015-01-27 00:00:00+05:30,149.57,150.0,147.1,147.68,73928,1
2015-01-28 00:00:00+05:30,147.75,148.48,146.7,147.6,44292,2
2015-01-29 00:00:00+05:30,148.4,148.4,145.6,146.2,95906,3
2015-01-30 00:00:00+05:30,146.4,147.5,145.5,146.4,55644,4
2015-02-02 00:00:00+05:30,145.05,146.85,145.0,145.53,48268,0
2015-02-03 00:00:00+05:30,146.0,146.98,145.0,146.15,51578,1
2015-02-04 00:00:00+05:30,146.98,146.98,145.13,145.48,51694,2
2015-02-05 00:00:00+05:30,146.0,146.45,144.88,145.0,88074,3
2015-02-06 00:00:00+05:30,145.0,146.32,144.25,144.98,73832,4
2015-02-09 00:00:00+05:30,145.5,145.5,144.0,144.48,46724,0
2015-02-10 00:00:00+05:30,145.93,145.93,143.53,145.05,38922,1
2015-02-11 00:00:00+05:30,147.8,147.8,145.0,145.55,110354,2
2015-02-12 00:00:00+05:30,146.95,146.95,144.5,145.0,66966,3
2015-02-13 00:00:00+05:30,146.4,146.4,144.0,144.9,64200,4
2015-02-16 00:00:00+05:30,145.07,145.9,143.5,143.95,74526,0
2015-02-18 00:00:00+05:30,143.05,145.0,141.43,142.2,165504,2
2015-02-19 00:00:00+05:30,144.0,147.0,142.5,143.73,242464,3
2015-02-20 00:00:00+05:30,144.25,144.45,143.2,143.75,74814,4
2015-02-23 00:00:00+05:30,143.5,146.03,143.5,143.8,101536,0
2015-02-24 00:00:00+05:30,143.9,144.5,143.5,143.68,60866,1
2015-02-25 00:00:00+05:30,143.75,144.7,141.25,142.38,172976,2
2015-02-26 00:00:00+05:30,140.45,140.82,139.5,139.85,67334,3
2015-02-27 00:00:00+05:30,140.03,142.5,139.5,141.8,77440,4
2015-03-02 00:00:00+05:30,140.0,142.48,139.75,140.13,70568,0
2015-03-03 00:00:00+05:30,140.3,141.5,139.55,141.18,62836,1
2015-03-04 00:00:00+05:30,141.25,142.48,138.75,139.18,100358,2
2015-03-05 00:00:00+05:30,139.45,140.03,138.0,139.05,37890,3
2015-03-09 00:00:00+05:30,139.0,139.05,137.28,137.7,46634,0
2015-03-10 00:00:00+05:30,138.03,140.5,137.5,139.28,75430,1
2015-03-11 00:00:00+05:30,139.43,140.0,138.05,139.3,40824,2
2015-03-12 00:00:00+05:30,139.78,149.75,138.0,148.18,272866,3
2015-03-13 00:00:00+05:30,145.82,148.25,144.0,144.45,277974,4
2015-03-16 00:00:00+05:30,144.5,144.95,142.0,142.55,49858,0
2015-03-17 00:00:00+05:30,143.0,143.07,142.3,142.7,66886,1
2015-03-18 00:00:00+05:30,142.75,144.68,140.07,142.57,133114,2
2015-03-19 00:00:00+05:30,143.5,143.98,141.0,142.0,80696,3
2015-03-20 00:00:00+05:30,142.1,143.4,140.0,141.78,71426,4
