date,open,high,low,close,volume,weekday
2015-01-01 00:00:00+05:30,170.75,170.8,167.5,168.45,225885,3
2015-01-02 00:00:00+05:30,168.7,173.0,168.7,171.55,649742,4
2015-01-05 00:00:00+05:30,172.0,172.45,167.5,169.25,592629,0
2015-01-06 00:00:00+05:30,169.85,173.4,167.2,168.25,1693131,1
2015-01-07 00:00:00+05:30,168.6,169.05,163.0,164.15,774681,2
2015-01-08 00:00:00+05:30,165.5,166.15,162.19,164.85,1855173,3
2015-01-09 00:00:00+05:30,167.0,167.0,161.94,162.75,994079,4
2015-01-12 00:00:00+05:30,161.1,162.75,159.1,159.55,1086665,0
2015-01-13 00:00:00+05:30,160.4,161.0,158.5,159.15,715359,1
2015-01-14 00:00:00+05:30,159.1,159.19,152.25,153.44,2383600,2
2015-01-15 00:00:00+05:30,154.5,155.75,152.55,153.9,3260692,3
2015-01-16 00:00:00+05:30,154.1,160.3,153.75,156.94,1748721,4
2015-01-19 00:00:00+05:30,159.0,161.8,158.05,160.35,1327323,0
2015-01-20 00:00:00+05:30,165.0,165.35,161.5,161.9,2802867,1
2015-01-21 00:00:00+05:30,162.0,164.5,159.19,163.75,1563770,2
2015-01-22 00:00:00+05:30,165.0,165.75,162.55,165.2,1393089,3
2015-01-23 00:00:00+05:30,166.0,166.8,164.5,166.05,1062976,4
2015-01-27 00:00:00+05:30,167.0,170.0,164.0,169.7,1805874,1
2015-01-28 00:00:00+05:30,168.5,171.6,168.35,170.45,2031714,2
2015-01-29 00:00:00+05:30,169.9,175.3,168.8,174.7,1577204,3
2015-01-30 00:00:00+05:30,175.0,177.95,172.0,175.0,1505560,4
2015-02-02 00:00:00+05:30,175.9,176.15,170.4,173.8,842992,0
2015-02-03 00:00:00+05:30,173.0,175.5,172.6,173.55,1304414,1
2015-02-04 00:00:00+05:30,173.6,177.5,173.6,176.05,977331,2
2015-02-05 00:00:00+05:30,176.2,176.8,170.35,173.9,843100,3
2015-02-06 00:00:00+05:30,172.4,172.4,167.1,169.85,870314,4
2015-02-09 00:00:00+05:30,165.55,177.25,165.55,174.0,843965,0
2015-02-10 00:00:00+05:30,173.0,179.4,170.0,178.0,1100880,1
2015-02-11 00:00:00+05:30,180.0,184.5,179.55,182.7,1318040,2
2015-02-12 00:00:00+05:30,184.0,184.0,172.55,174.65,1319398,3
2015-02-13 00:00:00+05:30,176.0,177.7,175.05,176.0,602865,4
2015-02-16 00:00:00+05:30,176.35,182.65,175.35,181.35,683913,0
2015-02-18 00:00:00+05:30,179.85,181.25,176.15,177.9,571603,2
2015-02-19 00:00:00+05:30,179.0,190.5,175.0,185.4,1791313,3
2015-02-20 00:00:00+05:30,187.0,187.0,180.0,181.3,956957,4
2015-02-23 00:00:00+05:30,182.15,182.7,173.0,175.85,750637,0
2015-02-24 00:00:00+05:30,175.0,179.35,172.65,174.75,985157,1
2015-02-25 00:00:00+05:30,174.35,177.95,171.2,172.8,1189397,2
2015-02-26 00:00:00+05:30,173.05,178.35,173.05,176.4,980090,3
2015-02-27 00:00:00+05:30,177.0,179.65,175.5,177.35,560174,4
2015-02-28 00:00:00+05:30,178.35,180.0,172.2,176.15,409742,5
2015-03-02 00:00:00+05:30,179.3,179.3,174.25,176.1,328398,0
2015-03-03 00:00:00+05:30,177.15,180.1,174.85,179.2,429124,1
2015-03-04 00:00:00+05:30,180.35,182.5,172.25,175.05,1374445,2
2015-03-05 00:00:00+05:30,174.0,176.9,171.1,171.9,1202613,3
2015-03-09 00:00:00+05:30,171.0,172.4,167.4,170.05,1053892,0
2015-03-10 00:00:00+05:30,170.5,172.0,169.5,170.3,383799,1
2015-03-11 00:00:00+05:30,170.3,171.0,168.9,169.85,635471,2
2015-03-12 00:00:00+05:30,170.4,171.0,166.55,170.3,970237,3
2015-03-13 00:00:00+05:30,171.15,172.5,166.95,168.65,648164,4
2015-03-16 00:00:00+05:30,168.0,169.25,164.8,168.25,625526,0
2015-03-17 00:00:00+05:30,167.0,172.0,167.0,171.1,717231,1
2015-03-18 00:00:00+05:30,171.85,177.0,171.85,176.1,1064476,2
2015-03-19 00:00:00+05:30,176.9,177.6,169.2,170.55,894438,3
2015-03-20 00:00:00+05:30,168.4,172.0,161.69,164.75,1107623,4
2015-03-23 00:00:00+05:30,165.25,165.8,160.05,162.94,1211187,0
2015-03-24 00:00:00+05:30,162.6,164.9,158.0,159.1,772986,1
2015-03-25 00:00:00+05:30,159.0,162.5,158.8,162.0,1338997,2
2015-03-26 00:00:00+05:30,162.0,164.3,156.35,159.75,1635658,3
2015-03-27 00:00:00+05:30,158.65,161.9,157.3,160.75,513996,4
2015-03-30 00:00:00+05:30,160.35,163.95,159.8,162.25,646396,0
2015-03-31 00:00:00+05:30,162.5,166.65,161.0,162.15,412042,1
2015-04-01 00:00:00+05:30,162.1,165.15,160.5,163.65,294966,2
2015-04-06 00:00:00+05:30,164.65,165.8,161.6,163.6,365485,0
2015-04-07 00:00:00+05:30,163.6,166.0,162.25,165.25,425042,1
2015-04-08 00:00:00+05:30,165.3,167.2,163.75,164.95,456876,2
2015-04-09 00:00:00+05:30,166.15,166.2,162.65,164.05,415284,3
2015-04-10 00:00:00+05:30,164.5,175.0,164.5,174.4,1085610,4
2015-04-13 00:00:00+05:30,174.8,174.8,170.2,170.8,802461,0
2015-04-15 00:00:00+05:30,170.8,171.9,169.35,170.3,749781,2
2015-04-16 00:00:00+05:30,173.0,173.35,170.4,172.3,1048846,3
2015-04-17 00:00:00+05:30,172.1,174.0,171.0,172.2,445014,4
2015-04-20 00:00:00+05:30,173.0,173.6,167.0,170.3,1953588,0
2015-04-21 00:00:00+05:30,171.15,174.9,166.25,168.3,1959986,1
2015-04-22 00:00:00+05:30,168.0,172.6,165.7,168.7,1325483,2
2015-04-23 00:00:00+05:30,170.0,173.7,169.25,172.0,1243637,3
2015-04-24 00:00:00+05:30,170.2,172.1,166.3,167.65,756291,4
2015-04-27 00:00:00+05:30,169.15,170.4,162.25,163.15,1044435,0
2015-04-28 00:00:00+05:30,163.0,169.85,162.4,169.1,1956198,1
2015-04-29 00:00:00+05:30,170.0,172.0,168.3,170.95,821298,2
2015-04-30 00:00:00+05:30,170.4,171.0,167.7,169.4,2257272,3
2015-05-04 00:00:00+05:30,170.5,173.75,169.55,172.35,1195762,0
2015-05-05 00:00:00+05:30,172.1,183.45,172.05,182.35,1926105,1
2015-05-06 00:00:00+05:30,181.05,183.0,173.55,175.6,1611728,2
2015-05-07 00:00:00+05:30,174.2,179.85,172.0,175.2,1396854,3
2015-05-08 00:00:00+05:30,175.0,178.15,174.95,176.75,854026,4
2015-05-11 00:00:00+05:30,177.7,180.85,175.0,176.55,1747162,0
2015-05-12 00:00:00+05:30,174.8,175.4,166.8,169.5,1529013,1
2015-05-13 00:00:00+05:30,170.4,174.5,169.8,173.8,803691,2
2015-05-14 00:00:00+05:30,172.9,176.75,171.65,176.05,930812,3
2015-05-15 00:00:00+05:30,177.0,177.0,172.8,175.3,620005,4
2015-05-18 00:00:00+05:30,175.1,176.9,174.5,175.2,429352,0
2015-05-19 00:00:00+05:30,175.05,179.45,174.9,177.65,533529,1
2015-05-20 00:00:00+05:30,177.05,177.8,174.95,176.1,536482,2
2015-05-21 00:00:00+05:30,175.7,178.4,173.65,177.45,644352,3
2015-05-22 00:00:00+05:30,177.45,180.1,176.35,177.35,1061165,4
2015-05-25 00:00:00+05:30,175.0,179.1,175.0,178.15,669080,0
2015-05-26 00:00:00+05:30,176.3,179.0,172.0,172.85,321591,1
2015-05-27 00:00:00+05:30,171.6,175.0,170.1,173.25,965875,2
2015-05-28 00:00:00+05:30,173.25,174.65,170.4,171.3,970272,3
2015-05-29 00:00:00+05:30,171.3,172.4,167.6,169.2,1432314,4
2015-06-01 00:00:00+05:30,169.0,170.25,167.2,167.7,725464,0
2015-06-02 00:00:00+05:30,170.0,171.3,166.5,167.2,820036,1
2015-06-03 00:00:00+05:30,167.8,168.8,164.0,167.9,914013,2
2015-06-04 00:00:00+05:30,168.0,171.5,166.5,169.0,1000917,3
2015-06-05 00:00:00+05:30,168.45,174.0,167.8,169.95,1098379,4
2015-06-08 00:00:00+05:30,172.3,172.3,168.0,169.35,510140,0
2015-06-09 00:00:00+05:30,168.4,171.9,168.1,169.25,504546,1
2015-06-10 00:00:00+05:30,168.5,169.45,164.1,168.05,1116208,2
2015-06-11 00:00:00+05:30,168.0,168.45,163.25,164.0,746516,3
2015-06-12 00:00:00+05:30,165.0,168.0,162.65,164.55,511304,4
2015-06-15 00:00:00+05:30,166.9,167.3,163.65,165.2,595959,0
2015-06-16 00:00:00+05:30,164.4,165.15,162.5,164.6,395418,1
2015-06-17 00:00:00+05:30,164.25,166.15,162.6,165.15,938251,2
2015-06-18 00:00:00+05:30,164.5,166.3,164.0,164.95,354277,3
2015-06-19 00:00:00+05:30,165.7,168.0,165.0,167.3,542849,4
2015-06-22 00:00:00+05:30,167.2,168.9,166.0,168.05,686719,0
2015-06-23 00:00:00+05:30,168.55,173.7,167.0,172.7,1217512,1
2015-06-24 00:00:00+05:30,173.75,173.8,168.55,169.25,469221,2
2015-06-25 00:00:00+05:30,168.6,169.9,166.5,168.55,716158,3
2015-06-26 00:00:00+05:30,168.9,171.2,167.9,170.0,434245,4
2015-06-29 00:00:00+05:30,167.8,170.5,166.3,169.4,976354,0
2015-06-30 00:00:00+05:30,169.2,170.55,165.1,167.1,1031353,1
2015-07-01 00:00:00+05:30,167.1,169.6,166.8,167.75,765086,2
2015-07-02 00:00:00+05:30,167.5,168.7,163.75,164.15,1166239,3
2015-07-03 00:00:00+05:30,164.1,164.35,161.05,161.65,1040593,4
2015-07-06 00:00:00+05:30,159.1,161.8,158.8,161.35,460224,0
2015-07-07 00:00:00+05:30,160.75,163.0,160.69,161.4,435622,1
2015-07-08 00:00:00+05:30,158.15,159.0,155.1,158.15,1147009,2
2015-07-09 00:00:00+05:30,158.0,160.9,157.6,160.3,535605,3
2015-07-10 00:00:00+05:30,161.0,161.6,158.1,158.8,720880,4
2015-07-13 00:00:00+05:30,159.4,160.35,157.3,159.65,354891,0
2015-07-14 00:00:00+05:30,159.9,162.25,159.3,160.5,543428,1
2015-07-15 00:00:00+05:30,161.0,164.2,160.65,163.6,534837,2
